Date : 2025-05-16 07:19:31
Directory : d:\Flutterrrr\FlutterProjects\events_jo\lib
Total : 300 files,  10401 codes, 155 comments, 863 blanks, all 11419 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\admin\presentation\pages\venues\unapproved\admin_unapproved_venues_page.dart         | Dart     |        114 |          8 |         14 |        136 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\auth\data\firebase_auth_repo.dart                                                    | Dart     |          0 |          1 |          0 |          1 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\auth\domain\entities\app_user.dart                                                   | Dart     |         11 |          0 |          1 |         12 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\auth\representation\components\auth_text_field.dart                                  | Dart     |          4 |          0 |          0 |          4 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\auth\representation\pages\login_page.dart                                            | Dart     |          3 |          1 |          1 |          5 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\auth\representation\pages\user_type_gate.dart                                        | Dart     |         -5 |          0 |          1 |         -4 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\chat\data\firebase_chat_repo.dart                                                    | Dart     |         68 |          3 |         11 |         82 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\chat\domain\models\chat.dart                                                         | Dart     |         29 |          0 |          5 |         34 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\chat\domain\models\message.dart                                                      | Dart     |         28 |          0 |          5 |         33 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\chat\domain\repo\chat_repo.dart                                                      | Dart     |         13 |          0 |          2 |         15 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\chat\representation\cubits\chat\chat_cubit.dart                                      | Dart     |         16 |          0 |          4 |         20 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\chat\representation\cubits\chat\chat_states.dart                                     | Dart     |         12 |          0 |          8 |         20 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\chat\representation\cubits\message\message_cubit.dart                                | Dart     |         34 |          0 |          7 |         41 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\chat\representation\cubits\message\message_states.dart                               | Dart     |         12 |          0 |          8 |         20 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\chat\representation\pages\chat_page.dart                                             | Dart     |        140 |          1 |         10 |        151 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\chat\representation\pages\chats_page.dart                                            | Dart     |        143 |          1 |          8 |        152 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\courts\representation\components\court_card.dart                              | Dart     |        200 |          6 |          4 |        210 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\courts\representation\components\court_search_delegate.dart                   | Dart     |        427 |          0 |         23 |        450 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\courts\representation\cubits\courts\football_court_cubit.dart                 | Dart     |         35 |          0 |          6 |         41 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\courts\representation\cubits\courts\football_court_states.dart                | Dart     |         12 |          0 |          6 |         18 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\courts\representation\cubits\single court\single_football_court_cubit.dart    | Dart     |         92 |          3 |         11 |        106 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\courts\representation\cubits\single court\single_football_court_states.dart   | Dart     |         16 |          5 |          9 |         30 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\courts\representation\pages\football_courts_details_page.dart                 | Dart     |        515 |         19 |         32 |        566 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\courts\representation\pages\football_courts_list.dart                         | Dart     |         63 |          7 |          8 |         78 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\shared\data\firebase_events_repo.dart                                         | Dart     |        108 |          8 |         28 |        144 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\shared\domain\models\event.dart                                               | Dart     |         45 |          0 |          6 |         51 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\shared\domain\models\football_court.dart                                      | Dart     |         66 |          2 |          5 |         73 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\shared\domain\models\wedding_venue.dart                                       | Dart     |         77 |          2 |          5 |         84 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\shared\domain\models\wedding_venue_detailed.dart                              | Dart     |         24 |          0 |          4 |         28 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\shared\domain\models\wedding_venue_drink.dart                                 | Dart     |         50 |          3 |          7 |         60 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\shared\domain\models\wedding_venue_meal.dart                                  | Dart     |         50 |          3 |          6 |         59 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\shared\domain\repo\events_repo.dart                                           | Dart     |         19 |          0 |          5 |         24 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\shared\representation\components\event_date_picker.dart                       | Dart     |         95 |         12 |          6 |        113 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\shared\representation\components\event_image_slider.dart                      | Dart     |         51 |          0 |          4 |         55 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\shared\representation\components\event_name_rating_and_location.dart          | Dart     |         67 |          3 |          5 |         75 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\shared\representation\components\event_rate.dart                              | Dart     |         57 |          0 |          5 |         62 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\shared\representation\components\event_ratings.dart                           | Dart     |        181 |          2 |          5 |        188 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\shared\representation\components\event_time_picker.dart                       | Dart     |        165 |          2 |          7 |        174 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\shared\representation\components\events_app_bar.dart                          | Dart     |         89 |          1 |          5 |         95 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\shared\representation\components\events_search_bar.dart                       | Dart     |         35 |          0 |          4 |         39 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\shared\representation\pages\cashout_modal_sheet.dart                          | Dart     |        241 |          0 |          4 |        245 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\weddings\representation\components\details\venue_credit_card_card.dart        | Dart     |         85 |          0 |          4 |         89 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\weddings\representation\components\details\venue_payment_card.dart            | Dart     |         62 |          0 |          4 |         66 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\weddings\representation\components\details\venue_people_slider.dart           | Dart     |        154 |          2 |          4 |        160 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\weddings\representation\components\drink_card.dart                            | Dart     |        172 |          0 |          4 |        176 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\weddings\representation\components\empty_card.dart                            | Dart     |         31 |          1 |          3 |         35 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\weddings\representation\components\error_venues.dart                          | Dart     |         37 |          0 |          4 |         41 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\weddings\representation\components\meal_card.dart                             | Dart     |        172 |          1 |          4 |        177 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\weddings\representation\components\no_venues.dart                             | Dart     |         39 |          0 |          4 |         43 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\weddings\representation\components\venue_card.dart                            | Dart     |        200 |          6 |          4 |        210 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\weddings\representation\components\venue_search_delegate.dart                 | Dart     |        548 |          0 |         24 |        572 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\weddings\representation\components\venues_list_loading.dart                   | Dart     |         31 |          0 |          3 |         34 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\weddings\representation\cubits\single venue\single_wedding_venue_cubit.dart   | Dart     |        112 |         11 |         22 |        145 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\weddings\representation\cubits\single venue\single_wedding_venue_states.dart  | Dart     |         16 |          5 |          9 |         30 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\weddings\representation\cubits\venues\wedding_venues_cubit.dart               | Dart     |         29 |          2 |          9 |         40 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\weddings\representation\cubits\venues\wedding_venues_states.dart              | Dart     |         12 |          4 |          7 |         23 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\weddings\representation\pages\wedding_venues_details_page.dart                | Dart     |        601 |         34 |         41 |        676 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\events\weddings\representation\pages\wedding_venues_list.dart                        | Dart     |         63 |          7 |          8 |         78 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\home\presentation\components\app_bar_button.dart                                     | Dart     |        -22 |          0 |          1 |        -21 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\home\presentation\components\home_app_bar.dart                                       | Dart     |         58 |          1 |          0 |         59 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\home\presentation\components\home_card.dart                                          | Dart     |        -90 |         -1 |         -4 |        -95 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\home\presentation\components\sponserd_venue.dart                                     | Dart     |        275 |          0 |         17 |        292 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\home\presentation\pages\home_page.dart                                               | Dart     |        126 |         -4 |          2 |        124 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\home\presentation\pages\home_page_for_admins.dart                                    | Dart     |         79 |        -15 |          4 |         68 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\home\presentation\pages\home_page_for_owners.dart                                    | Dart     |       -167 |         -8 |        -21 |       -196 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\navigation\presentation\global_navigation_bar.dart                                   | Dart     |         -2 |         -5 |          1 |         -6 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\navigation\presentation\global_navigation_bar_for_admins.dart                        | Dart     |         -9 |         -4 |         -1 |        -14 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\navigation\presentation\global_navigation_bar_for_owners.dart                        | Dart     |        -96 |         -5 |         -8 |       -109 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\order\data\firebase_order_repo.dart                                                  | Dart     |        155 |         14 |         33 |        202 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\order\domain\models\e_order.dart                                                     | Dart     |         74 |          0 |          5 |         79 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\order\domain\models\e_order_detailed.dart                                            | Dart     |         13 |          0 |          3 |         16 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\order\domain\order_repo.dart                                                         | Dart     |         26 |          0 |          2 |         28 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\order\representation\components\order_details_modal_sheet.dart                       | Dart     |        497 |          2 |          9 |        508 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\order\representation\components\user_order_card.dart                                 | Dart     |        118 |          1 |          4 |        123 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\order\representation\components\user_orders_empty.dart                               | Dart     |         42 |          0 |          4 |         46 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\order\representation\cubits\order_cubit.dart                                         | Dart     |        150 |          4 |         20 |        174 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\order\representation\cubits\order_states.dart                                        | Dart     |         21 |          0 |         10 |         31 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\order\representation\pages\orders_page.dart                                          | Dart     |        196 |          0 |         10 |        206 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\data\firebase_owner_repo.dart                                                  | Dart     |        201 |         25 |         33 |        259 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\domain\models\stripe_connect.dart                                              | Dart     |          8 |          0 |          2 |         10 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\domain\repo\owner_repo.dart                                                    | Dart     |         14 |          0 |          8 |         22 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\creation\dialogs\drinks_dialog_preview.dart          | Dart     |         83 |          0 |          4 |         87 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\creation\dialogs\food_on_tap_dialog.dart             | Dart     |         70 |          7 |          4 |         81 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\creation\dialogs\image_on_tap_dialog.dart            | Dart     |         74 |          3 |          4 |         81 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\creation\dialogs\images_dialog_preview.dart          | Dart     |         91 |          2 |          4 |         97 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\creation\dialogs\meals_dialog_preview.dart           | Dart     |         82 |          0 |          4 |         86 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\creation\food_card.dart                              | Dart     |         56 |          2 |          4 |         62 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\creation\image_card.dart                             | Dart     |         58 |          1 |          4 |         63 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\creation\owner_app_bar.dart                          | Dart     |         85 |          5 |         11 |        101 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\creation\owner_button.dart                           | Dart     |         70 |          0 |          4 |         74 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\creation\owner_confirmation_display_row.dart         | Dart     |        125 |          2 |          5 |        132 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\creation\owner_drink_card.dart                       | Dart     |         71 |          1 |          5 |         77 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\creation\owner_meal_card.dart                        | Dart     |         72 |          1 |          4 |         77 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\creation\owner_page_bar.dart                         | Dart     |         40 |          2 |          4 |         46 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\creation\owner_page_navigation_bar.dart              | Dart     |         54 |          1 |          4 |         59 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\dialogs\drinks_dialog_preview.dart                   | Dart     |        -83 |          0 |         -4 |        -87 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\dialogs\food_on_tap_dialog.dart                      | Dart     |        -70 |         -7 |         -4 |        -81 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\dialogs\image_on_tap_dialog.dart                     | Dart     |        -74 |         -3 |         -4 |        -81 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\dialogs\images_dialog_preview.dart                   | Dart     |        -91 |         -2 |         -4 |        -97 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\dialogs\meals_dialog_preview.dart                    | Dart     |        -82 |          0 |         -4 |        -86 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\food_card.dart                                       | Dart     |        -55 |         -2 |         -4 |        -61 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\image_card.dart                                      | Dart     |        -58 |         -1 |         -4 |        -63 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\owner_app_bar.dart                                   | Dart     |        -85 |         -5 |        -11 |       -101 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\owner_button.dart                                    | Dart     |        -70 |          0 |         -4 |        -74 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\owner_confirmation_display_row.dart                  | Dart     |       -125 |         -2 |         -5 |       -132 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\owner_drink_card.dart                                | Dart     |        -71 |         -1 |         -5 |        -77 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\owner_meal_card.dart                                 | Dart     |        -72 |         -1 |         -4 |        -77 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\owner_page_bar.dart                                  | Dart     |        -40 |         -2 |         -4 |        -46 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\owner_page_navigation_bar.dart                       | Dart     |       -171 |         -3 |         -3 |       -177 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\venues\owner_events_button.dart                      | Dart     |         52 |          1 |          4 |         57 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\venues\owner_events_card.dart                        | Dart     |        102 |          0 |          4 |        106 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\venues\owner_menu_tab_bar.dart                       | Dart     |         45 |          0 |          4 |         49 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\venues\owner_tab_item.dart                           | Dart     |         49 |          0 |          4 |         53 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\components\venues\owner_venue_update_dialog.dart                | Dart     |         67 |          0 |          5 |         72 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\cubits\courts\owner_courts_cubit.dart                           | Dart     |         36 |          2 |         10 |         48 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\cubits\courts\owner_courts_states.dart                          | Dart     |         12 |          0 |          6 |         18 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\cubits\creation\owner_cubit.dart                                | Dart     |        125 |         20 |         20 |        165 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\cubits\creation\owner_states.dart                               | Dart     |         11 |          4 |          5 |         20 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\cubits\owner_cubit.dart                                         | Dart     |       -109 |        -16 |        -16 |       -141 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\cubits\owner_states.dart                                        | Dart     |        -11 |         -4 |         -5 |        -20 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\cubits\stripe_connect\stripe_connect_cubit.dart                 | Dart     |         43 |          0 |         10 |         53 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\cubits\stripe_connect\stripe_connect_states.dart                | Dart     |         12 |          2 |          8 |         22 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\cubits\venues\owner_venues_cubit.dart                           | Dart     |         38 |          2 |         10 |         50 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\cubits\venues\owner_venues_states.dart                          | Dart     |         12 |          0 |          6 |         18 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\courts\owner_court_details_page.dart                      | Dart     |        528 |         15 |         14 |        557 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\courts\owner_court_order_details_modal_sheet.dart         | Dart     |        298 |          1 |          7 |        306 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\courts\owner_court_orders_page.dart                       | Dart     |        177 |          0 |         10 |        187 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\courts\owner_courts_list_page.dart                        | Dart     |         93 |          0 |          4 |         97 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\courts\owner_courts_tab_page.dart                         | Dart     |         82 |          1 |         12 |         95 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\creation\owner_event_creation_page.dart                   | Dart     |        511 |         63 |         63 |        637 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\creation\owner_main_page.dart                             | Dart     |        135 |          4 |         10 |        149 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\creation\stripe_not_completed_page.dart                   | Dart     |         74 |          0 |          4 |         78 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\creation\stripe_not_connect_page.dart                     | Dart     |         72 |          0 |          4 |         76 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\creation\sub pages\confirm_event_page.dart                | Dart     |        177 |         14 |         27 |        218 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\creation\sub pages\event_added_successfully_page.dart     | Dart     |         57 |          1 |          4 |         62 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\creation\sub pages\select_event_drinks_page.dart          | Dart     |        196 |          4 |         11 |        211 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\creation\sub pages\select_event_location_page.dart        | Dart     |         65 |          2 |          4 |         71 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\creation\sub pages\select_event_meals_page.dart           | Dart     |        213 |          5 |         11 |        229 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\creation\sub pages\select_event_name_page.dart            | Dart     |         62 |          1 |          4 |         67 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\creation\sub pages\select_event_type_page.dart            | Dart     |        128 |          3 |          4 |        135 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\creation\sub pages\select_images_page.dart                | Dart     |        110 |          2 |          4 |        116 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\creation\sub pages\select_license_page.dart               | Dart     |        121 |          0 |          4 |        125 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\creation\sub pages\select_people_range.dart               | Dart     |         90 |          3 |          8 |        101 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\creation\sub pages\select_range_date_page.dart            | Dart     |        100 |          6 |          4 |        110 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\creation\sub pages\select_range_time_page.dart            | Dart     |         54 |         25 |          6 |         85 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\owner_page.dart                                           | Dart     |       -448 |        -90 |        -62 |       -600 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\sub pages\confirm_event_page.dart                         | Dart     |       -177 |        -14 |        -27 |       -218 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\sub pages\event_added_successfully_page.dart              | Dart     |        -38 |         -1 |         -3 |        -42 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\sub pages\select_event_drinks_page.dart                   | Dart     |       -214 |         -6 |        -15 |       -235 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\sub pages\select_event_location_page.dart                 | Dart     |        -38 |         -3 |         -7 |        -48 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\sub pages\select_event_meals_page.dart                    | Dart     |       -216 |         -6 |        -14 |       -236 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\sub pages\select_event_name_page.dart                     | Dart     |        -53 |         -2 |         -8 |        -63 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\sub pages\select_event_type_page.dart                     | Dart     |       -150 |         -8 |        -13 |       -171 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\sub pages\select_images_page.dart                         | Dart     |        -61 |         -5 |         -9 |        -75 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\sub pages\select_license_page.dart                        | Dart     |        -62 |         -5 |         -9 |        -76 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\sub pages\select_people_range.dart                        | Dart     |       -100 |         -4 |        -10 |       -114 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\sub pages\select_range_date_page.dart                     | Dart     |        -78 |         -7 |         -9 |        -94 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\sub pages\select_range_time_page.dart                     | Dart     |        -73 |         -3 |        -10 |        -86 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\venues\owner_venue_details_page.dart                      | Dart     |      1,118 |         26 |         22 |      1,166 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\venues\owner_venue_order_details_modal_sheet.dart         | Dart     |        410 |          1 |          9 |        420 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\venues\owner_venue_orders_page.dart                       | Dart     |        181 |          0 |         10 |        191 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\venues\owner_venues_list_page.dart                        | Dart     |         93 |          0 |          4 |         97 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\owner\representation\pages\venues\owner_venues_tab_page.dart                         | Dart     |         82 |          1 |         12 |         95 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\settings\domain\repos\settings_repo.dart                                             | Dart     |         15 |          0 |          7 |         22 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\settings\domain\settings_repo.dart                                                   | Dart     |        -15 |          0 |         -7 |        -22 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\settings\representation\components\settings_card.dart                                | Dart     |         19 |          0 |          0 |         19 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\settings\representation\components\settings_dropdown_field.dart                      | Dart     |         -3 |          0 |          0 |         -3 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\settings\representation\components\settings_icon_button.dart                         | Dart     |         19 |          0 |          0 |         19 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\settings\representation\components\settings_sub_app_bar.dart                         | Dart     |         24 |          0 |          0 |         24 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\settings\representation\components\settings_switch.dart                              | Dart     |         -6 |          0 |          0 |         -6 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\settings\representation\components\settings_text_button.dart                         | Dart     |        -18 |          0 |          0 |        -18 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\settings\representation\components\settings_text_field.dart                          | Dart     |          1 |          0 |          0 |          1 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\settings\representation\pages\account_page.dart                                      | Dart     |        -51 |         -3 |         -3 |        -57 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\settings\representation\pages\notifications_page.dart                                | Dart     |         -6 |         -1 |         -1 |         -8 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\settings\representation\pages\privacy_page.dart                                      | Dart     |       -105 |         -6 |         -3 |       -114 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\settings\representation\pages\settings_page.dart                                     | Dart     |         29 |          0 |          3 |         32 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\settings\representation\pages\settings_page_for_owners.dart                          | Dart     |       -151 |         -8 |        -20 |       -179 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\settings\representation\pages\sub pages\update_email_page.dart                       | Dart     |        -21 |          0 |          0 |        -21 |
| d:\Flutterrrr\FlutterProjects\events_jo\lib\features\settings\representation\pages\sub pages\update_password_page.dart                    | Dart     |        -19 |          0 |          0 |        -19 |
